id_caso,categoria_caso,complejidad_caso,id_juez,carga_trabajo_juez_pct,especialidad_coincide,tiempo_resolucion_dias
EXP-74124,Laboral,3,J-001,17.97,1,41
EXP-50477,Penal,2,J-005,17.6,1,27
EXP-63869,Laboral,2,J-005,46.63,0,85
EXP-46255,Penal,2,J-003,55.74,1,35
EXP-66649,Familiar,5,J-005,42.42,0,137
EXP-93409,Familiar,1,J-003,13.34,0,83
EXP-22662,Laboral,3,J-004,61.81,0,126
EXP-80504,Laboral,1,J-003,45.64,0,84
EXP-69679,Laboral,2,J-004,17.83,0,104
EXP-73847,Penal,4,J-001,45.64,0,127
EXP-25223,Familiar,1,J-004,92.32,1,50
EXP-51101,Laboral,1,J-005,73.49,0,69
EXP-97795,Laboral,5,J-003,21.72,0,150
EXP-75297,Familiar,4,J-004,47.27,1,77
EXP-32851,Laboral,1,J-001,33.15,1,18
EXP-78119,Familiar,2,J-001,57.41,0,86
EXP-13626,Familiar,1,J-001,76.02,0,121
EXP-99597,Penal,1,J-003,48.88,1,22
EXP-63031,Laboral,2,J-003,84.11,0,118
EXP-98102,Laboral,2,J-002,48.26,0,104
EXP-17834,Familiar,2,J-005,11.61,0,83
EXP-81094,Penal,4,J-001,80.04,0,178
EXP-96534,Familiar,4,J-001,11.16,0,131
EXP-93529,Laboral,4,J-001,34.64,1,70
EXP-62720,Laboral,5,J-002,55.15,0,132
EXP-46910,Familiar,4,J-002,45.02,1,61
EXP-47677,Familiar,1,J-003,33.53,0,67
EXP-38971,Laboral,4,J-003,83.35,0,185
EXP-80830,Penal,4,J-001,57.02,0,124
EXP-79272,Laboral,3,J-004,20.16,0,106
EXP-84904,Penal,3,J-002,29.38,0,103
EXP-27286,Penal,5,J-001,37.43,0,131
EXP-15503,Laboral,2,J-003,20.69,0,100
EXP-92972,Laboral,2,J-002,35.28,0,104
EXP-50933,Laboral,3,J-002,18.89,0,111
EXP-86240,Familiar,3,J-004,54.22,1,37
EXP-80234,Laboral,5,J-001,93.68,1,114
EXP-97190,Laboral,1,J-005,87.0,0,98
EXP-55940,Laboral,5,J-003,94.04,0,179
EXP-60424,Penal,5,J-002,50.22,0,150
EXP-49975,Laboral,5,J-005,43.32,0,135
EXP-30879,Familiar,2,J-001,43.07,0,86
EXP-39243,Penal,5,J-004,30.73,0,149
EXP-33845,Familiar,3,J-003,45.33,0,94
EXP-31083,Penal,4,J-002,33.01,0,132
EXP-88487,Laboral,4,J-004,80.48,0,168
EXP-97397,Familiar,5,J-003,61.87,0,155
EXP-99854,Penal,5,J-003,66.79,1,73
EXP-60182,Penal,1,J-003,62.92,1,21
EXP-43351,Laboral,4,J-003,49.7,0,141
EXP-40916,Penal,5,J-001,70.01,0,140
EXP-98906,Penal,1,J-005,94.25,1,37
EXP-59749,Laboral,1,J-001,41.12,1,23
EXP-58798,Laboral,2,J-002,30.97,0,88
EXP-96527,Laboral,5,J-005,87.81,0,171
EXP-25369,Penal,2,J-004,17.09,0,101
EXP-24994,Familiar,4,J-005,39.08,0,118
EXP-52427,Familiar,4,J-002,78.88,1,98
EXP-17702,Familiar,5,J-003,23.5,0,140
EXP-64205,Laboral,5,J-004,53.39,0,156
EXP-66395,Familiar,4,J-003,75.61,0,171
EXP-62342,Laboral,2,J-002,29.6,0,100
EXP-66037,Laboral,4,J-002,54.16,0,137
EXP-52607,Penal,1,J-002,51.67,0,93
EXP-77341,Penal,4,J-002,28.94,0,123
EXP-13060,Laboral,2,J-001,15.73,1,36
EXP-20584,Familiar,4,J-004,51.41,1,56
EXP-96563,Familiar,1,J-001,31.05,0,79
EXP-64653,Penal,4,J-004,17.03,0,143
EXP-81176,Penal,1,J-005,57.67,1,17
EXP-75546,Penal,4,J-002,35.58,0,132
EXP-85963,Familiar,3,J-005,80.82,0,148
EXP-27576,Familiar,3,J-004,45.43,1,41
EXP-77628,Penal,5,J-005,55.64,1,76
EXP-44318,Laboral,5,J-004,69.59,0,133
EXP-78250,Penal,4,J-001,55.26,0,113
EXP-94484,Familiar,2,J-004,48.55,1,40
EXP-77896,Familiar,4,J-005,30.69,0,112
EXP-35087,Laboral,3,J-003,59.8,0,115
EXP-46853,Penal,5,J-002,65.96,0,140
EXP-82968,Familiar,1,J-002,68.85,1,14
EXP-92807,Penal,1,J-004,72.65,0,78
EXP-87516,Familiar,5,J-001,32.45,0,152
EXP-59942,Penal,1,J-002,33.68,0,63
EXP-17632,Familiar,2,J-005,63.21,0,97
EXP-92753,Laboral,1,J-001,86.1,1,57
EXP-42458,Laboral,5,J-002,35.79,0,155
EXP-62820,Penal,3,J-002,11.53,0,93
EXP-80355,Laboral,4,J-003,28.89,0,148
EXP-40657,Laboral,5,J-004,35.78,0,124
EXP-90659,Familiar,5,J-005,80.28,0,196
EXP-88296,Penal,1,J-005,22.47,1,21
EXP-43928,Familiar,2,J-005,11.35,0,86
EXP-29808,Penal,2,J-004,71.56,0,120
EXP-40145,Familiar,4,J-004,33.04,1,53
EXP-45460,Laboral,1,J-002,42.51,0,85
EXP-36027,Familiar,2,J-001,19.0,0,84
EXP-30709,Laboral,3,J-004,18.77,0,113
EXP-30265,Penal,1,J-003,47.32,1,9
EXP-69486,Laboral,3,J-002,77.93,0,127
EXP-56163,Laboral,4,J-005,38.43,0,111
EXP-61718,Laboral,1,J-002,59.55,0,58
EXP-91082,Penal,4,J-005,79.02,1,94
EXP-84658,Laboral,5,J-003,64.67,0,138
EXP-56802,Laboral,3,J-002,47.48,0,103
EXP-66066,Penal,3,J-002,49.44,0,109
EXP-83290,Familiar,2,J-002,54.12,1,42
EXP-44208,Penal,3,J-004,64.06,0,112
EXP-26364,Familiar,3,J-005,67.74,0,97
EXP-31517,Laboral,4,J-005,92.01,0,153
EXP-89750,Laboral,5,J-001,32.05,1,66
EXP-34884,Familiar,4,J-001,76.24,0,173
EXP-40138,Familiar,4,J-004,92.63,1,109
EXP-43729,Familiar,2,J-005,57.32,0,87
EXP-99803,Laboral,1,J-001,18.6,1,21
EXP-93851,Laboral,4,J-003,77.23,0,187
EXP-56318,Familiar,2,J-001,39.9,0,102
EXP-52524,Laboral,5,J-003,77.43,0,187
EXP-47692,Penal,5,J-003,50.02,1,80
EXP-91825,Penal,4,J-004,60.94,0,131
EXP-44461,Laboral,2,J-001,68.24,1,36
EXP-82672,Familiar,2,J-004,46.08,1,40
EXP-70092,Penal,5,J-001,33.11,0,154
EXP-41395,Laboral,5,J-004,91.09,0,178
EXP-84361,Penal,4,J-001,13.18,0,111
EXP-48654,Familiar,4,J-005,70.01,0,114
EXP-65781,Laboral,2,J-003,75.24,0,131
EXP-14327,Familiar,4,J-004,18.07,1,61
EXP-47788,Laboral,4,J-005,65.41,0,114
EXP-41250,Laboral,4,J-001,41.13,1,60
EXP-83998,Penal,3,J-004,12.29,0,120
EXP-41319,Laboral,5,J-003,61.34,0,154
EXP-91138,Laboral,2,J-001,28.54,1,39
EXP-78700,Laboral,5,J-002,51.36,0,145
EXP-82512,Penal,4,J-001,65.13,0,122
EXP-20994,Familiar,2,J-002,52.3,1,36
EXP-65606,Penal,1,J-005,46.71,1,13
EXP-72622,Familiar,3,J-002,20.82,1,44
EXP-20819,Laboral,1,J-001,38.01,1,22
EXP-85015,Familiar,2,J-005,66.38,0,114
EXP-56306,Penal,4,J-001,92.87,0,160
EXP-97093,Penal,1,J-003,31.43,1,25
EXP-69081,Laboral,1,J-005,47.47,0,69
EXP-78358,Familiar,4,J-002,51.85,1,49
EXP-88610,Laboral,2,J-003,63.59,0,103
EXP-80452,Familiar,5,J-003,36.12,0,138
EXP-40379,Laboral,5,J-003,37.3,0,158
EXP-56654,Laboral,5,J-004,31.47,0,124
EXP-44383,Laboral,3,J-004,58.62,0,95
EXP-18840,Familiar,5,J-001,86.65,0,157
EXP-69152,Familiar,3,J-002,38.58,1,40
EXP-35592,Penal,5,J-003,21.08,1,83
EXP-21882,Laboral,5,J-002,68.57,0,118
EXP-38137,Penal,3,J-004,17.27,0,115
EXP-48344,Laboral,2,J-001,83.74,1,78
EXP-16194,Familiar,3,J-002,58.72,1,53
EXP-48125,Laboral,2,J-003,53.45,0,105
EXP-81767,Familiar,2,J-002,22.76,1,26
EXP-42142,Familiar,4,J-005,36.59,0,122
EXP-54167,Familiar,5,J-003,62.55,0,139
EXP-89745,Laboral,5,J-003,49.28,0,149
EXP-28736,Laboral,5,J-001,26.5,1,77
EXP-55263,Familiar,2,J-002,16.38,1,30
EXP-68912,Familiar,1,J-003,94.65,0,113
EXP-72766,Penal,2,J-001,48.97,0,106
EXP-38124,Laboral,2,J-003,51.99,0,103
EXP-92288,Familiar,2,J-003,12.46,0,91
EXP-38584,Laboral,1,J-003,16.44,0,80
EXP-73311,Familiar,3,J-004,39.52,1,42
EXP-87245,Laboral,1,J-003,21.07,0,73
EXP-30182,Penal,1,J-005,41.26,1,35
EXP-60971,Familiar,5,J-001,36.42,0,155
EXP-68882,Laboral,5,J-002,72.43,0,143
EXP-81001,Laboral,4,J-001,25.07,1,59
EXP-52206,Penal,3,J-001,15.87,0,101
EXP-72918,Penal,3,J-001,92.08,0,142
EXP-21789,Familiar,3,J-004,66.05,1,52
EXP-53229,Penal,1,J-001,62.18,0,77
EXP-57955,Laboral,4,J-005,41.24,0,146
EXP-49573,Penal,5,J-003,57.46,1,80
EXP-88234,Laboral,1,J-001,77.79,1,55
EXP-21269,Familiar,4,J-003,64.4,0,134
EXP-39133,Familiar,5,J-004,89.02,1,105
EXP-75732,Penal,3,J-001,24.33,0,125
EXP-67488,Laboral,1,J-003,73.8,0,104
EXP-48742,Laboral,5,J-004,80.2,0,163
EXP-77770,Penal,5,J-004,58.14,0,156
EXP-83626,Penal,5,J-001,46.9,0,144
EXP-56562,Familiar,2,J-002,69.7,1,34
EXP-99614,Penal,5,J-001,76.98,0,159
EXP-60873,Familiar,5,J-001,47.89,0,145
EXP-79771,Penal,3,J-004,31.43,0,92
EXP-81359,Penal,5,J-001,38.3,0,157
EXP-52688,Laboral,2,J-005,56.17,0,94
EXP-72224,Laboral,2,J-003,73.61,0,84
EXP-89877,Laboral,1,J-003,85.73,0,147
EXP-20581,Laboral,5,J-003,38.15,0,136
EXP-33365,Familiar,2,J-004,53.76,1,29
EXP-37784,Penal,4,J-003,46.32,1,70
EXP-71990,Penal,2,J-005,81.96,1,54
EXP-62387,Penal,4,J-004,59.1,0,144
EXP-27027,Familiar,3,J-005,70.66,0,115
EXP-51439,Laboral,3,J-001,70.82,1,40
EXP-68607,Familiar,1,J-001,40.97,0,94
EXP-83691,Laboral,2,J-002,39.06,0,86
EXP-52157,Penal,2,J-001,18.65,0,77
EXP-60092,Laboral,1,J-004,18.81,0,77
EXP-64569,Penal,5,J-005,72.61,1,85
EXP-30523,Familiar,5,J-001,37.71,0,128
EXP-37407,Penal,4,J-001,70.19,0,131
EXP-74206,Laboral,4,J-001,64.68,1,67
EXP-66335,Laboral,5,J-002,42.93,0,133
EXP-74286,Laboral,1,J-005,43.41,0,85
EXP-14476,Laboral,5,J-004,27.04,0,138
EXP-83873,Penal,2,J-002,36.77,0,89
EXP-62833,Laboral,4,J-001,64.6,1,75
EXP-62361,Familiar,4,J-002,46.11,1,58
EXP-45712,Penal,5,J-004,14.58,0,136
EXP-61328,Familiar,4,J-003,18.6,0,127
EXP-66737,Familiar,3,J-001,88.03,0,155
EXP-32842,Familiar,2,J-005,37.82,0,108
EXP-48431,Laboral,2,J-003,81.49,0,133
EXP-23004,Familiar,1,J-005,42.69,0,97
EXP-92978,Penal,2,J-002,22.39,0,90
EXP-56796,Penal,2,J-002,89.31,0,141
EXP-81581,Laboral,3,J-001,93.32,1,85
EXP-65202,Laboral,3,J-001,62.86,1,46
EXP-76116,Penal,3,J-005,52.1,1,48
EXP-71635,Familiar,1,J-001,56.33,0,63
EXP-76399,Laboral,3,J-001,58.58,1,36
EXP-52596,Penal,2,J-003,30.52,1,22
EXP-78399,Penal,3,J-004,53.33,0,114
EXP-56092,Familiar,3,J-004,77.15,1,77
EXP-95493,Penal,3,J-001,87.51,0,140
EXP-45458,Laboral,3,J-001,48.66,1,47
EXP-24134,Penal,2,J-004,88.33,0,124
EXP-74598,Familiar,4,J-004,40.84,1,50
EXP-29697,Laboral,1,J-004,29.99,0,74
EXP-21213,Familiar,4,J-003,80.72,0,192
EXP-81690,Laboral,1,J-002,35.14,0,73
EXP-53880,Penal,3,J-004,81.2,0,156
EXP-24220,Penal,3,J-002,71.55,0,115
EXP-14592,Penal,5,J-002,86.45,0,179
EXP-13755,Laboral,2,J-003,68.51,0,96
EXP-89372,Penal,3,J-001,67.81,0,106
EXP-23630,Laboral,3,J-001,84.38,1,80
EXP-20147,Penal,1,J-005,35.16,1,25
EXP-10337,Penal,1,J-005,82.36,1,36
EXP-10862,Laboral,5,J-003,71.03,0,149
EXP-46384,Penal,3,J-001,73.19,0,118
EXP-63952,Laboral,1,J-005,13.09,0,87
EXP-23897,Familiar,3,J-005,56.64,0,110
EXP-72731,Laboral,5,J-004,35.39,0,123
EXP-66919,Familiar,1,J-005,94.45,0,138
EXP-80921,Penal,3,J-001,10.69,0,112
EXP-77381,Familiar,2,J-003,62.65,0,103
EXP-67685,Penal,4,J-004,33.93,0,119
EXP-12062,Penal,1,J-005,53.6,1,29
EXP-95813,Familiar,4,J-002,42.37,1,54
EXP-61517,Familiar,4,J-004,49.84,1,78
EXP-74686,Penal,3,J-001,55.71,0,102
EXP-25661,Laboral,1,J-004,85.75,0,124
EXP-86774,Familiar,5,J-003,84.41,0,191
EXP-63531,Penal,1,J-001,50.88,0,72
EXP-33569,Penal,2,J-001,91.07,0,133
EXP-10183,Penal,3,J-005,17.4,1,59
EXP-84351,Laboral,4,J-002,24.07,0,105
EXP-37242,Laboral,1,J-003,77.28,0,114
EXP-13571,Laboral,4,J-005,19.83,0,133
EXP-89081,Penal,1,J-004,88.83,0,97
EXP-84242,Penal,1,J-003,84.41,1,58
EXP-82026,Penal,1,J-004,65.9,0,85
EXP-89148,Familiar,1,J-003,69.24,0,93
EXP-61813,Familiar,3,J-002,47.48,1,48
EXP-94270,Penal,4,J-003,49.32,1,60
EXP-33116,Laboral,4,J-004,27.58,0,131
EXP-26317,Familiar,5,J-002,26.65,1,74
EXP-91813,Familiar,1,J-002,33.6,1,24
EXP-49362,Familiar,4,J-001,93.88,0,152
EXP-42561,Laboral,3,J-003,47.59,0,107
EXP-82784,Laboral,1,J-004,45.86,0,65
EXP-67457,Laboral,3,J-001,77.36,1,84
EXP-55416,Familiar,2,J-002,26.84,1,32
EXP-87340,Penal,2,J-001,59.6,0,94
EXP-45224,Penal,5,J-001,35.26,0,118
EXP-90124,Laboral,2,J-003,85.65,0,124
EXP-33115,Familiar,3,J-005,11.41,0,127
EXP-39533,Penal,5,J-001,17.64,0,159
EXP-17231,Laboral,3,J-003,72.0,0,105
EXP-75728,Familiar,3,J-001,57.67,0,98
EXP-48686,Laboral,4,J-003,57.87,0,110
EXP-21839,Familiar,3,J-003,18.35,0,109
EXP-34077,Penal,1,J-005,27.23,1,9
EXP-58694,Familiar,1,J-002,28.03,1,25
EXP-61373,Familiar,2,J-005,37.96,0,103
EXP-98185,Familiar,4,J-002,77.09,1,95
EXP-90396,Familiar,2,J-001,23.01,0,85
EXP-47374,Laboral,1,J-004,40.88,0,71
EXP-82043,Laboral,1,J-004,83.66,0,125
EXP-96734,Familiar,4,J-004,35.12,1,67
EXP-38523,Penal,1,J-002,93.63,0,128
EXP-51989,Penal,3,J-003,89.18,1,103
EXP-93518,Familiar,2,J-004,49.11,1,30
EXP-56289,Laboral,4,J-001,56.75,1,47
EXP-88711,Familiar,3,J-002,56.53,1,52
EXP-81525,Laboral,1,J-003,73.77,0,72
EXP-29028,Laboral,1,J-001,61.73,1,20
EXP-15938,Familiar,5,J-003,70.62,0,142
EXP-57839,Familiar,2,J-004,26.15,1,42
EXP-53099,Penal,5,J-002,75.51,0,166
EXP-82363,Laboral,3,J-001,38.4,1,36
EXP-56302,Penal,5,J-003,92.61,1,107
EXP-80059,Laboral,1,J-002,18.41,0,97
EXP-72398,Laboral,5,J-005,24.18,0,165
EXP-71177,Penal,3,J-001,79.88,0,136
EXP-50226,Familiar,5,J-002,52.3,1,63
EXP-28908,Laboral,4,J-001,23.8,1,71
EXP-98655,Familiar,1,J-004,68.53,1,16
EXP-36464,Penal,4,J-001,28.15,0,119
EXP-31676,Laboral,3,J-004,28.83,0,93
EXP-58837,Laboral,3,J-005,80.76,0,147
EXP-10512,Familiar,4,J-005,48.28,0,102
EXP-87546,Familiar,2,J-005,90.68,0,123
EXP-36020,Familiar,4,J-004,43.45,1,65
EXP-11413,Familiar,4,J-001,92.23,0,178
EXP-53595,Laboral,4,J-001,59.01,1,62
EXP-89474,Familiar,2,J-003,76.67,0,130
EXP-85187,Penal,1,J-001,72.39,0,82
EXP-86951,Penal,4,J-005,70.25,1,68
EXP-56249,Laboral,1,J-001,69.0,1,5
EXP-38670,Laboral,1,J-001,74.1,1,16
EXP-20153,Penal,3,J-002,22.41,0,111
EXP-45254,Penal,2,J-002,46.55,0,97
EXP-29950,Laboral,3,J-001,37.64,1,41
EXP-84778,Laboral,3,J-003,32.86,0,96
EXP-96050,Penal,5,J-002,29.71,0,124
EXP-17041,Penal,1,J-003,14.16,1,14
EXP-42549,Laboral,3,J-002,61.52,0,116
EXP-38233,Familiar,1,J-001,23.56,0,93
EXP-50196,Penal,1,J-001,44.49,0,78
EXP-80185,Penal,4,J-004,47.22,0,127
EXP-59477,Familiar,3,J-005,29.11,0,110
EXP-38926,Laboral,3,J-002,70.93,0,124
EXP-43313,Laboral,2,J-004,67.89,0,95
EXP-51103,Familiar,2,J-002,35.37,1,35
EXP-83976,Familiar,3,J-003,29.61,0,117
EXP-52652,Familiar,2,J-005,19.77,0,108
EXP-74982,Penal,2,J-002,17.62,0,112
EXP-43915,Familiar,4,J-005,85.25,0,161
EXP-62140,Laboral,2,J-003,10.48,0,98
EXP-27408,Laboral,1,J-005,27.98,0,93
EXP-11625,Laboral,3,J-001,62.75,1,51
EXP-40640,Penal,4,J-005,33.51,1,52
EXP-91734,Familiar,5,J-004,43.25,1,84
EXP-74838,Penal,4,J-004,34.05,0,129
EXP-26248,Penal,5,J-001,38.6,0,145
EXP-46625,Laboral,5,J-004,35.35,0,141
EXP-74557,Familiar,1,J-005,72.24,0,93
EXP-94428,Laboral,5,J-005,30.12,0,137
EXP-81189,Penal,3,J-005,74.48,1,48
EXP-48635,Familiar,5,J-004,36.53,1,85
EXP-74175,Penal,2,J-004,63.77,0,90
EXP-10496,Penal,3,J-005,94.5,1,63
EXP-48636,Familiar,3,J-004,51.16,1,50
EXP-17991,Penal,1,J-002,32.31,0,94
EXP-78604,Familiar,4,J-003,37.05,0,132
EXP-10458,Penal,2,J-005,79.44,1,72
EXP-62477,Penal,1,J-001,37.58,0,77
EXP-52729,Penal,4,J-002,92.55,0,159
EXP-30387,Penal,2,J-005,18.15,1,27
EXP-28095,Laboral,3,J-005,19.51,0,90
EXP-54811,Laboral,4,J-004,34.68,0,135
EXP-32540,Laboral,5,J-004,62.53,0,140
EXP-22542,Penal,1,J-003,51.91,1,15
EXP-83009,Familiar,5,J-004,78.78,1,101
EXP-44707,Penal,5,J-003,20.31,1,72
EXP-99149,Laboral,4,J-002,49.93,0,120
EXP-23520,Familiar,3,J-003,13.59,0,93
EXP-58348,Laboral,4,J-004,77.92,0,153
EXP-38131,Laboral,2,J-004,81.5,0,111
EXP-61040,Penal,1,J-003,33.63,1,17
EXP-76297,Laboral,5,J-005,33.54,0,135
EXP-69469,Laboral,2,J-004,90.52,0,129
EXP-59494,Penal,2,J-002,15.97,0,99
EXP-19686,Laboral,3,J-005,62.78,0,88
EXP-10821,Penal,2,J-005,25.91,1,28
EXP-10423,Penal,2,J-002,55.55,0,87
EXP-79756,Laboral,3,J-001,79.52,1,66
EXP-74096,Familiar,2,J-002,94.25,1,74
EXP-31546,Penal,2,J-003,11.16,1,24
EXP-93702,Penal,5,J-003,45.46,1,68
EXP-10292,Laboral,1,J-004,73.07,0,79
EXP-75904,Familiar,5,J-001,78.0,0,207
EXP-32636,Familiar,3,J-001,76.07,0,136
EXP-73198,Penal,2,J-005,74.0,1,35
EXP-51869,Penal,1,J-001,48.57,0,70
EXP-22411,Familiar,1,J-003,16.93,0,56
EXP-42859,Penal,1,J-003,66.82,1,31
EXP-31214,Familiar,5,J-004,61.72,1,76
EXP-63176,Laboral,1,J-002,83.1,0,102
EXP-73894,Penal,3,J-005,87.16,1,88
EXP-11306,Familiar,5,J-003,52.85,0,135
EXP-55010,Laboral,5,J-001,81.22,1,93
EXP-57856,Penal,3,J-002,67.18,0,98
EXP-50904,Laboral,2,J-005,42.75,0,76
EXP-36587,Penal,1,J-005,91.66,1,46
EXP-89770,Familiar,4,J-004,19.48,1,55
EXP-37778,Familiar,2,J-004,41.43,1,35
EXP-26446,Penal,3,J-005,19.34,1,41
EXP-89287,Familiar,2,J-003,86.63,0,142
EXP-94200,Laboral,5,J-002,68.89,0,146
EXP-44551,Familiar,2,J-005,43.92,0,95
EXP-69527,Penal,1,J-001,49.7,0,68
EXP-93267,Laboral,2,J-001,39.21,1,15
EXP-74043,Familiar,1,J-005,84.02,0,127
EXP-71561,Laboral,3,J-001,60.53,1,63
EXP-33030,Familiar,2,J-001,14.1,0,95
EXP-87291,Penal,1,J-001,22.63,0,73
EXP-37875,Laboral,5,J-005,26.44,0,147
EXP-48723,Laboral,5,J-004,47.48,0,144
EXP-93046,Laboral,4,J-004,26.56,0,121
EXP-28195,Familiar,4,J-003,45.43,0,139
EXP-44727,Penal,3,J-004,26.43,0,129
EXP-15944,Penal,5,J-002,37.98,0,139
EXP-35214,Penal,1,J-003,63.24,1,25
EXP-18236,Laboral,5,J-001,72.28,1,89
EXP-67974,Penal,5,J-005,92.82,1,104
EXP-23836,Laboral,3,J-003,76.34,0,141
EXP-33061,Penal,3,J-002,69.12,0,101
EXP-28254,Familiar,3,J-005,56.03,0,128
EXP-10104,Penal,5,J-005,21.23,1,83
EXP-45421,Penal,3,J-001,85.54,0,132
EXP-95078,Familiar,4,J-003,16.78,0,127
EXP-85626,Penal,4,J-002,30.04,0,110
EXP-24286,Laboral,1,J-002,60.66,0,101
EXP-42960,Penal,3,J-001,87.79,0,137
EXP-90612,Laboral,1,J-004,22.17,0,79
EXP-65429,Familiar,1,J-001,62.05,0,78
EXP-19071,Familiar,1,J-003,93.14,0,110
EXP-39696,Laboral,5,J-003,88.22,0,152
EXP-33380,Penal,1,J-004,84.98,0,109
EXP-53921,Familiar,1,J-001,38.24,0,64
EXP-26925,Penal,3,J-002,38.99,0,101
EXP-19969,Penal,3,J-003,67.33,1,45
EXP-99871,Familiar,2,J-003,30.96,0,95
EXP-72115,Laboral,5,J-001,79.17,1,121
EXP-38645,Laboral,4,J-002,84.92,0,135
EXP-86903,Laboral,2,J-003,92.77,0,111
EXP-98633,Penal,1,J-002,19.95,0,91
EXP-84302,Familiar,4,J-001,51.42,0,128
EXP-95639,Familiar,1,J-002,52.64,1,19
EXP-58547,Penal,4,J-003,85.25,1,99
EXP-47805,Laboral,5,J-001,30.43,1,74
EXP-14497,Familiar,4,J-002,43.65,1,65
EXP-70306,Familiar,3,J-001,16.09,0,113
EXP-47292,Penal,4,J-001,74.91,0,111
EXP-86807,Penal,3,J-004,46.23,0,101
EXP-88893,Penal,5,J-005,24.25,1,79
EXP-17472,Familiar,5,J-002,77.6,1,107
EXP-98669,Penal,4,J-005,29.59,1,75
EXP-57662,Familiar,3,J-003,60.75,0,102
EXP-71299,Familiar,4,J-005,37.07,0,132
EXP-11694,Familiar,1,J-001,20.97,0,77
EXP-48807,Familiar,4,J-004,14.28,1,52
EXP-64701,Familiar,5,J-001,86.44,0,188
EXP-92651,Penal,3,J-004,77.48,0,138
EXP-26789,Familiar,1,J-005,33.63,0,70
EXP-82707,Familiar,5,J-004,20.78,1,66
EXP-30742,Penal,2,J-002,86.98,0,117
EXP-82205,Penal,4,J-004,57.59,0,129
EXP-69986,Laboral,4,J-002,35.64,0,114
EXP-25507,Laboral,1,J-001,24.12,1,20
EXP-11185,Familiar,1,J-002,20.2,1,28
EXP-12661,Laboral,2,J-003,38.82,0,75
EXP-82239,Laboral,1,J-004,41.47,0,96
EXP-35477,Familiar,2,J-003,12.82,0,101
EXP-39876,Penal,2,J-002,63.05,0,85
EXP-19359,Laboral,3,J-004,59.98,0,101
EXP-91984,Laboral,1,J-005,32.72,0,76
EXP-21441,Penal,5,J-002,13.78,0,151
EXP-87571,Laboral,1,J-005,36.09,0,74
EXP-57555,Familiar,2,J-004,50.14,1,35
EXP-22168,Laboral,5,J-003,13.54,0,143
EXP-37217,Penal,5,J-001,21.49,0,132
EXP-24379,Penal,5,J-004,44.59,0,153
EXP-95423,Familiar,2,J-003,47.08,0,102
EXP-70632,Laboral,5,J-002,61.24,0,148
EXP-80053,Penal,4,J-003,82.25,1,90
EXP-78336,Penal,2,J-003,63.55,1,38
EXP-26553,Penal,4,J-004,80.32,0,143
EXP-92980,Laboral,4,J-003,93.34,0,143
EXP-59088,Familiar,1,J-005,77.41,0,106
EXP-38567,Familiar,5,J-003,78.7,0,176
EXP-46241,Laboral,5,J-001,88.71,1,86
EXP-43329,Laboral,5,J-003,84.09,0,164
EXP-72279,Familiar,1,J-005,66.84,0,63
EXP-46256,Laboral,3,J-005,51.41,0,123
EXP-15753,Laboral,4,J-005,29.21,0,146
EXP-36985,Penal,5,J-005,68.82,1,80
EXP-38273,Penal,2,J-003,60.27,1,32
EXP-45551,Penal,4,J-005,80.02,1,85
EXP-18303,Laboral,1,J-004,33.82,0,72
EXP-73524,Laboral,2,J-003,94.49,0,141
EXP-65653,Penal,3,J-004,62.28,0,97
EXP-17722,Familiar,4,J-004,58.47,1,57
EXP-18655,Laboral,1,J-005,40.38,0,90
EXP-39398,Familiar,2,J-005,61.97,0,102
EXP-23903,Familiar,5,J-002,20.18,1,71
EXP-87244,Familiar,4,J-005,35.57,0,132
EXP-85789,Laboral,2,J-002,62.06,0,87
EXP-47596,Familiar,4,J-003,81.89,0,142
EXP-37161,Laboral,5,J-005,27.25,0,141
EXP-36333,Familiar,3,J-004,25.68,1,49
EXP-43075,Penal,1,J-004,33.1,0,98
EXP-32571,Laboral,3,J-001,10.96,1,49
EXP-86259,Familiar,4,J-001,94.22,0,158
EXP-82111,Penal,2,J-002,69.91,0,97
EXP-13282,Familiar,5,J-001,74.89,0,148
EXP-52186,Penal,5,J-005,13.38,1,76
EXP-18421,Familiar,2,J-001,39.41,0,79
EXP-27711,Familiar,4,J-003,10.37,0,115
EXP-78298,Familiar,1,J-002,13.61,1,24
EXP-10274,Familiar,4,J-002,75.47,1,101
EXP-88481,Familiar,3,J-001,94.28,0,146
EXP-54202,Familiar,3,J-003,21.67,0,107
EXP-11987,Penal,3,J-002,19.76,0,91
EXP-46829,Laboral,4,J-003,65.05,0,138
EXP-14678,Penal,4,J-003,76.42,1,96
EXP-41472,Penal,3,J-004,12.27,0,107
EXP-49971,Familiar,4,J-003,29.34,0,133
EXP-87300,Laboral,2,J-004,73.11,0,101
EXP-58627,Penal,4,J-005,23.28,1,52
EXP-95279,Laboral,3,J-004,38.51,0,111
EXP-57219,Penal,2,J-005,78.92,1,56
EXP-31323,Penal,2,J-004,24.2,0,109
EXP-51885,Laboral,3,J-005,22.24,0,126
EXP-90972,Laboral,2,J-004,17.26,0,99
EXP-37650,Penal,2,J-004,76.99,0,127
EXP-23372,Laboral,2,J-001,58.47,1,29
EXP-88789,Familiar,1,J-003,23.18,0,74
EXP-27373,Laboral,5,J-005,56.64,0,126
EXP-20187,Penal,4,J-001,61.29,0,112
EXP-53499,Familiar,5,J-001,93.48,0,159
